"",id,name,alcoholic,ingredients,glassType,instructions,drinkThumbnail,ingredientMeasures,text,category
229,229,Lemon Elderflower Spritzer,Alcoholic,"['Elderflower cordial', 'Vodka', 'Soda Water', 'Fresh Lemon Juice']",Highball glass,"Pour all ingredients over ice, stir and enjoy!
",https://www.thecocktaildb.com/images/media/drink/125w0o1630407389.jpg,"['2 tsp', '1 shot', '1/3 cup', 'Top']","question Generate a cocktail with Elderflower cordial Vodka Soda Water Fresh Lemon Juice answer Pour all ingredients over ice, stir and enjoy!
",Cocktail
230,230,Lassi - A South Indian Drink,Non alcoholic,"['Yoghurt', 'Water', 'Cumin seed', 'Salt', 'Mint']",Highball Glass,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",https://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,"['1/2 cup plain ', '1 1/4 cup cold ', '1/2 tsp ground roasted ', '1/4 tsp ', '1/4 tsp dried ']","question Generate a cocktail with Yoghurt Water Cumin seed Salt Mint answer Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",Other / Unknown
231,231,Melya,Non alcoholic,"['Espresso', 'Honey', 'Cocoa powder']",Coffee mug,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,"[None, 'Unsweetened ', None]","question Generate a cocktail with Espresso Honey Cocoa powder answer Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",Coffee / Tea
232,232,Mojito,Alcoholic,"['Light rum', 'Lime', 'Sugar', 'Mint', 'Soda water']",Highball glass,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/metwgh1606770327.jpg,"['2-3 oz ', 'Juice of 1 ', '2 tsp ', '2-4 ', None]",question Generate a cocktail with Light rum Lime Sugar Mint Soda water answer Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,Cocktail
233,233,Mimosa,Alcoholic,"['Champagne', 'Orange juice']",Champagne flute,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",https://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,"['Chilled ', '2 oz ']","question Generate a cocktail with Champagne Orange juice answer Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",Ordinary Drink
234,234,Mai Tai,Alcoholic,"['Light rum', 'Orgeat syrup', 'Triple sec', 'Sweet and sour', 'Cherry']",Collins glass,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,"['1 oz ', '1/2 oz ', '1/2 oz ', '1 1/2 oz ', '1 ']",question Generate a cocktail with Light rum Orgeat syrup Triple sec Sweet and sour Cherry answer Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,Ordinary Drink
235,235,Martini,Alcoholic,"['Gin', 'Dry Vermouth', 'Olive']",Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,"['1 2/3 oz ', '1/3 oz ', '1 ']","question Generate a cocktail with Gin Dry Vermouth Olive answer Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Cocktail
236,236,Michelada,Alcoholic,"['Beer', 'Tomato Juice', 'Lime Juice', 'Hot Sauce', 'Worcestershire Sauce', 'Soy Sauce']",Pint glass,"Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.
Served In a chilled, salt-rimmed glass
",https://www.thecocktaildb.com/images/media/drink/u736bd1605907086.jpg,"['4 oz', '4 oz', '1 tblsp', 'Dash', 'Dash', 'Dash']","question Generate a cocktail with Beer Tomato Juice Lime Juice Hot Sauce Worcestershire Sauce Soy Sauce answer Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.
Served In a chilled, salt-rimmed glass
",Cocktail
237,237,Manhattan,Alcoholic,"['Sweet Vermouth', 'Bourbon', 'Angostura bitters', 'Ice', 'Maraschino cherry', 'Orange peel']",Cocktail glass,"Stirred over ice, strained into a chilled glass, garnished, and served up.",https://www.thecocktaildb.com/images/media/drink/yk70e31606771240.jpg,"['3/4 oz ', '2 1/2 oz Blended ', 'dash ', '2 or 3 ', '1 ', '1 twist of ']","question Generate a cocktail with Sweet Vermouth Bourbon Angostura bitters Ice Maraschino cherry Orange peel answer Stirred over ice, strained into a chilled glass, garnished, and served up.",Cocktail
238,238,Margarita,Alcoholic,"['Tequila', 'Triple sec', 'Lime juice', 'Salt']",Cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg,"['1 1/2 oz ', '1/2 oz ', '1 oz ', None]","question Generate a cocktail with Tequila Triple sec Lime juice Salt answer Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",Ordinary Drink
239,239,Mauresque,Alcoholic,"['Ricard', 'Orgeat Syrup', 'Water', '', '', '', '']",Collins glass,"1 - Pour the Ricard (or pastis)
2 - Pour the orgeat syrup
3 - Finally pour the water and add ice cubes at your convenience.

Add the ice cubes at the end, otherwise the syrup and pastis do not mix well.",https://www.thecocktaildb.com/images/media/drink/duwfa11686236556.jpg,"['3 cl', '1 cl', 'Full Glass', '', '', '', '']","question Generate a cocktail with Ricard Orgeat Syrup Water     answer 1 - Pour the Ricard (or pastis)
2 - Pour the orgeat syrup
3 - Finally pour the water and add ice cubes at your convenience.

Add the ice cubes at the end, otherwise the syrup and pastis do not mix well.",Cocktail
240,240,Mint Julep,Alcoholic,"['Mint', 'Bourbon', 'Powdered sugar', 'Water']",Collins glass,"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg,"['4 fresh ', '2 1/2 oz ', '1 tsp ', '2 tsp ']","question Generate a cocktail with Mint Bourbon Powdered sugar Water answer In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",Ordinary Drink
241,241,Mudslinger,Alcoholic,"['Southern Comfort', 'Orange juice', 'Pepsi Cola']",Punch bowl,Add all contents to a large jug or punch bowl. Stir well!,https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,"['750 ml ', '1 L ', '750 ml ']",question Generate a cocktail with Southern Comfort Orange juice Pepsi Cola answer Add all contents to a large jug or punch bowl. Stir well!,Punch / Party Drink
242,242,Martinez 2,Alcoholic,"['Gin', 'Sweet Vermouth', 'Maraschino Liqueur', 'Angostura Bitters']",Cocktail glass,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg,"['1 1/2 oz', '1 1/2 oz', '1 tsp', '2 dashes']","question Generate a cocktail with Gin Sweet Vermouth Maraschino Liqueur Angostura Bitters answer Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",Cocktail
243,243,Moranguito,Alcoholic,"['Absinthe', 'Tequila', 'Grenadine']",Shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,"['2/5 ', '2/5 ', '1/5 ']","question Generate a cocktail with Absinthe Tequila Grenadine answer first you put rhe absinthe, then put tequila, then put the Granadine syrup.",Shot
244,244,Miami Vice,Alcoholic,"['151 proof rum', 'Pina colada mix', 'Daiquiri mix']",Cocktail glass,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,"['5 oz Bacardi ', 'frozen ', 'frozen ']","question Generate a cocktail with 151 proof rum Pina colada mix Daiquiri mix answer First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",Cocktail
245,245,Moscow Mule,Alcoholic,"['Vodka', 'Lime juice', 'Ginger ale']",Copper Mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,"['2 oz ', '2 oz ', '8 oz ']",question Generate a cocktail with Vodka Lime juice Ginger ale answer Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,Punch / Party Drink
246,246,Mulled Wine,Alcoholic,"['Water', 'Sugar', 'Cloves', 'Cinnamon', 'Lemon peel', 'Red wine', 'Brandy']",Collins Glass,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",https://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,"['3 cups ', '1 cup ', '12 ', '2 ', '1 ', '750 ml ', '1/4 cup ']","question Generate a cocktail with Water Sugar Cloves Cinnamon Lemon peel Red wine Brandy answer Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",Punch / Party Drink
247,247,Masala Chai,Non alcoholic,"['Water', 'Tea', 'Ginger', 'Cardamom', 'Cloves', 'Cinnamon', 'Black pepper', 'Sugar', 'Milk']",Coffee Mug,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,"['2 cups ', '3-4 tsp ', '1 chunk dried ', '3-4 crushed ', '3 ', '1 piece ', '1-2 whole ', ' to taste\n', 'to taste']",question Generate a cocktail with Water Tea Ginger Cardamom Cloves Cinnamon Black pepper Sugar Milk answer Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,Coffee / Tea
248,248,Munich Mule,Alcoholic,"['Gin', 'Lime Juice', 'Ginger Beer', 'Cucumber', 'lemon']",Highball glass,"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice",https://www.thecocktaildb.com/images/media/drink/rj55pl1582476101.jpg,"['5 cl', '2 cl', '10 cl', 'Chopped', 'Chopped']","question Generate a cocktail with Gin Lime Juice Ginger Beer Cucumber lemon answer Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice",Cocktail
249,249,Mocha-Berry,Alcoholic,"['Coffee', 'Chambord raspberry liqueur', 'Cocoa powder', 'Whipped cream']",Irish coffee cup,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,"['6 oz ', '2 oz ', '2 tblsp ', None]","question Generate a cocktail with Coffee Chambord raspberry liqueur Cocoa powder Whipped cream answer pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",Coffee / Tea
250,250,Mango Mojito,Alcoholic,"['Lime', 'Mango', 'Mint', 'White Rum', 'Ice', 'Soda Water', 'Mango']",Jar,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg,"['3', '1 Fresh', 'Sprig', '200 ml', 'cubes', 'Top', 'Garnish with']","question Generate a cocktail with Lime Mango Mint White Rum Ice Soda Water Mango answer Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",Cocktail
251,251,Mojito Extra,Alcoholic,"['Mint', 'Lemon juice', 'Dark rum', 'Club soda', 'Angostura bitters']",Collins glass,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,"['1/2 handful ', '3 cl ', '1/8 L Jamaican ', '1/8 L ', '8 drops ']","question Generate a cocktail with Mint Lemon juice Dark rum Club soda Angostura bitters answer Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",Cocktail
252,252,Monkey Gland,Alcoholic,"['Gin', 'Benedictine', 'Orange juice', 'Grenadine']",Cocktail glass,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,"['2 oz ', '1 tsp ', '1/2 oz ', '1 tsp ']","question Generate a cocktail with Gin Benedictine Orange juice Grenadine answer Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",Ordinary Drink
253,253,Midnight Mint,Alcoholic,"['Baileys irish cream', 'White Creme de Menthe', 'Cream']",Cocktail glass,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,"['1 oz ', '3/4 oz ', '3/4 oz double ']","question Generate a cocktail with Baileys irish cream White Creme de Menthe Cream answer If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",Cocktail
254,254,Mary Pickford,Alcoholic,"['Light rum', 'Pineapple juice', 'Maraschino liqueur', 'Grenadine', 'Maraschino cherry']",Cocktail glass,Shake and strain into a chilled large cocktail glass,https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,"['1 1/2 oz ', '1 oz ', '1/2 tsp ', '1/2 tsp ', '1 ']",question Generate a cocktail with Light rum Pineapple juice Maraschino liqueur Grenadine Maraschino cherry answer Shake and strain into a chilled large cocktail glass,Cocktail
255,255,Monkey Wrench,Alcoholic,"['Light rum', 'Grapefruit juice', 'Bitters']",Old-fashioned glass,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/bw2noj1582473243.jpg,"['1 1/2 oz ', '3 oz ', '1 dash ']",question Generate a cocktail with Light rum Grapefruit juice Bitters answer Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,Ordinary Drink
256,256,Negroni,Alcoholic,"['Gin', 'Campari', 'Sweet Vermouth']",Old-fashioned glass,"Stir into glass over ice, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/qgdu971561574065.jpg,"['1 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Gin Campari Sweet Vermouth answer Stir into glass over ice, garnish and serve.",Ordinary Drink
257,257,New York Sour,Alcoholic,"['Blended whiskey', 'Lemon', 'Sugar', 'Red wine', 'Lemon', 'Cherry']",Whiskey sour glass,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",https://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,"['2 oz ', 'Juice of 1/2 ', '1 tsp ', ' (Claret)\n', None, None]","question Generate a cocktail with Blended whiskey Lemon Sugar Red wine Lemon Cherry answer Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",Ordinary Drink
258,258,Nutty Irishman,Alcoholic,"['Baileys irish cream', 'Frangelico', 'Milk']",Highball Glass,Serve over ice,https://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,"['1 part ', '1 part ', '1 part ']",question Generate a cocktail with Baileys irish cream Frangelico Milk answer Serve over ice,Shake
259,259,National Aquarium,Alcoholic,"['Rum', 'Vodka', 'Gin', 'Blue Curacao', 'Sour mix', 'Lemon-lime soda']",Collins Glass,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,https://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,"['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '2 oz ', '1 splash ']",question Generate a cocktail with Rum Vodka Gin Blue Curacao Sour mix Lemon-lime soda answer Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,Ordinary Drink
260,260,New York Lemonade,Alcoholic,"['Absolut Citron', 'Grand Marnier', 'Lemon juice', 'Club soda']",Cocktail glass,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,https://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,"['2 oz ', '1 oz ', '2 oz sweetened ', '1 oz ']",question Generate a cocktail with Absolut Citron Grand Marnier Lemon juice Club soda answer Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,Cocktail
261,261,Nuked Hot Chocolate,Non alcoholic,"['Cocoa powder', 'Sugar', 'Vanilla extract', 'Milk']",Coffee mug,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",https://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,"['2 tsp ', '1 tsp ', '1/2 tsp ', '12 oz ']","question Generate a cocktail with Cocoa powder Sugar Vanilla extract Milk answer Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",Cocoa
262,262,Orgasm,Alcoholic,"['Creme de Cacao', 'Amaretto', 'Triple sec', 'Vodka', 'Light cream']",Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg,"['1/2 oz white ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '1 oz ']","question Generate a cocktail with Creme de Cacao Amaretto Triple sec Vodka Light cream answer Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",Ordinary Drink
263,263,Old Pal,Alcoholic,"['Rye whiskey', 'Campari', 'Dry Vermouth']",Nick and Nora Glass,"Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.",https://www.thecocktaildb.com/images/media/drink/x03td31521761009.jpg,"['2 oz', '1 oz', '1 oz']","question Generate a cocktail with Rye whiskey Campari Dry Vermouth answer Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.",Cocktail
264,264,Orangeade,Non alcoholic,"['Lemon juice', 'Orange juice', 'Sugar syrup', 'Soda water']",Highball glass,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",https://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,"['5 cl ', '15 cl ', '2-3 cl ', None]","question Generate a cocktail with Lemon juice Orange juice Sugar syrup Soda water answer Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",Cocktail
265,265,Orange Whip,Alcoholic,"['Orange juice', 'Rum', 'Vodka', 'Cream', 'Ice']",Collins Glass,Pour ingredients over ice and stir.,https://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,"['4 oz ', '1 oz ', '1 oz ', '1 package ', 'Over ']",question Generate a cocktail with Orange juice Rum Vodka Cream Ice answer Pour ingredients over ice and stir.,Other / Unknown
266,266,Orange Crush,Alcoholic,"['Vodka', 'Triple sec', 'Orange juice']",Shot glass,Add all ingredients to tumbler-Pour as shot,https://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg,"['1 oz ', '1 oz ', '1 oz ']",question Generate a cocktail with Vodka Triple sec Orange juice answer Add all ingredients to tumbler-Pour as shot,Shot
267,267,Orange Oasis,Alcoholic,"['Cherry brandy', 'Gin', 'Orange juice', 'Ginger ale']",Highball glass,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/su1olx1582473812.jpg,"['1/2 oz ', '1 1/2 oz ', '4 oz ', None]","question Generate a cocktail with Cherry brandy Gin Orange juice Ginger ale answer Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.",Ordinary Drink
268,268,Old Fashioned,Alcoholic,"['Bourbon', 'Angostura bitters', 'Sugar', 'Water']",Old-fashioned glass,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",https://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg,"['4.5 cL', '2 dashes', '1 cube', 'dash']","question Generate a cocktail with Bourbon Angostura bitters Sugar Water answer Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",Cocktail
269,269,Oreo Mudslide,Alcoholic,"['Vodka', 'Kahlua', 'Baileys irish cream', 'Vanilla ice-cream', 'Oreo cookie']",Collins Glass,"Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.",https://www.thecocktaildb.com/images/media/drink/tpwwut1468925017.jpg,"['1 oz ', '1 oz ', '1 oz ', '2 scoops ', '1 ']","question Generate a cocktail with Vodka Kahlua Baileys irish cream Vanilla ice-cream Oreo cookie answer Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.",Ordinary Drink
270,270,Oatmeal Cookie,Alcoholic,"['Kahlua', 'Baileys irish cream', 'Butterscotch schnapps', 'Jagermeister', 'Goldschlager']",Mason jar,"Just mix it all together.
It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie.",https://www.thecocktaildb.com/images/media/drink/bsvmlg1515792693.jpg,"['2 parts', '2 parts', '4 parts', '1 part', '1/2 part']","question Generate a cocktail with Kahlua Baileys irish cream Butterscotch schnapps Jagermeister Goldschlager answer Just mix it all together.
It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie.",Cocktail
271,271,Orange Push-up,Alcoholic,"['Spiced rum', 'Grenadine', 'Orange juice', 'Sour mix']",Hurricane glass,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,https://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg,"['1.5 oz ', '0.5 oz ', '4 oz ', '1 splash ']",question Generate a cocktail with Spiced rum Grenadine Orange juice Sour mix answer Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,Ordinary Drink
272,272,Orange Rosemary Collins,Alcoholic,"['Gin', 'Orange Juice', 'Lemon Juice', 'Rosemary Syrup', 'Soda Water', 'Rosemary', 'Orange Peel']",Highball glass,Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.,https://www.thecocktaildb.com/images/media/drink/mokcas1604179977.jpg,"['1 shot', 'Top', 'Top', '25 ml', 'Top', 'Garnish with', 'Garnish with']",question Generate a cocktail with Gin Orange Juice Lemon Juice Rosemary Syrup Soda Water Rosemary Orange Peel answer Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.,Cocktail
273,273,Orange Scented Hot Chocolate,Non alcoholic,"['Milk', 'Chocolate', 'Orange peel', 'Espresso', 'Nutmeg']",Coffee mug,"Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",https://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg,"['2 cups ', '4 oz chopped bittersweet or semi-sweet ', '3 2-inch strips ', '1/2 tsp instant ', '1/8 tsp ground ']","question Generate a cocktail with Milk Chocolate Orange peel Espresso Nutmeg answer Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",Cocoa
274,274,Owen's Grandmother's Revenge,Alcoholic,"['Whiskey', 'Beer', 'Lemonade', 'Ice']",Highball glass,Add ingredients and mix in blender.,https://www.thecocktaildb.com/images/media/drink/0wt4uo1503565321.jpg,"['12 oz ', '12 oz ', '12 oz frozen ', '1 cup crushed ']",question Generate a cocktail with Whiskey Beer Lemonade Ice answer Add ingredients and mix in blender.,Ordinary Drink
